,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,score,lastMove
242,256,128,64,8,8,16,2,0,2,4,0,0,0,0,0,0,2964,'a'
243,256,128,64,8,0,8,16,4,0,0,2,4,0,0,0,0,2968,'d'
244,256,128,64,8,2,8,16,8,0,0,2,0,0,0,0,0,2976,'w'
245,256,128,64,16,2,8,16,0,0,2,2,0,0,0,0,0,2992,'w'
246,256,128,64,16,2,8,16,2,0,2,2,0,0,0,0,0,2992,'w'
247,256,128,64,16,2,8,16,2,0,0,0,4,0,0,0,2,2996,'d'
248,256,128,64,16,4,8,16,2,0,0,0,4,0,0,0,2,3000,'w'
249,256,128,64,16,4,8,16,2,2,4,0,0,2,0,0,0,3000,'a'
250,256,128,64,16,4,8,16,2,4,4,0,0,0,2,0,0,3004,'w'
251,256,128,64,16,8,8,16,2,0,4,2,0,0,2,0,0,3012,'w'
252,256,128,64,16,0,16,16,2,0,2,4,2,0,0,0,2,3028,'d'
253,256,128,64,16,0,2,32,2,0,2,4,2,0,0,0,2,3060,'d'
254,256,128,64,16,2,4,32,4,0,0,4,2,0,0,0,0,3068,'w'
255,256,128,64,16,2,4,32,4,2,4,2,0,0,0,0,0,3068,'a'
256,256,128,64,16,4,8,32,4,0,0,2,2,0,0,0,0,3080,'w'
257,256,128,64,16,4,8,32,4,0,2,2,2,0,0,0,0,3080,'w'
258,256,128,64,16,4,8,32,4,0,0,2,4,0,0,0,2,3084,'d'
259,256,128,64,16,4,8,32,8,2,0,2,2,0,0,0,0,3092,'w'
260,256,128,64,16,4,8,32,8,0,0,4,4,0,0,0,0,3100,'d'
261,256,128,64,16,4,8,32,8,0,0,0,8,0,0,0,2,3108,'d'
262,256,128,64,16,4,8,32,16,2,0,0,2,0,0,0,0,3124,'w'
263,256,128,64,16,4,8,32,16,4,2,0,0,0,0,0,0,3128,'a'
264,256,128,64,32,8,8,32,0,0,2,2,0,0,0,0,0,3168,'w'
265,256,128,64,32,0,0,16,32,0,0,0,4,0,0,0,2,3188,'d'
